envio_id,pedido_id,fecha_envio,fecha_entrega_estimada,transportista,numero_seguimiento,costo_envio,estado_id,notas
1416,1966,2025-10-16 18:05:50,2025-10-25 18:05:50,UPS,TRACK1416,64.42,4,Nota 1416
1417,1658,2025-10-08 12:46:47,2025-10-12 12:46:47,UPS,TRACK1417,75.75,1,Nota 1417
1418,1554,2024-03-13 19:36:16,2024-03-17 19:36:16,Correos,TRACK1418,71.41,1,Nota 1418
1419,1725,2024-12-12 21:26:31,2024-12-14 21:26:31,UPS,TRACK1419,47.55,1,Nota 1419
1420,671,2024-07-20 23:47:51,2024-07-21 23:47:51,Correos,TRACK1420,15.09,1,Nota 1420
1421,2879,2023-02-12 13:57:33,2023-02-15 13:57:33,DHL,TRACK1421,16.22,3,Nota 1421
1422,2347,2023-02-05 22:07:20,2023-02-13 22:07:20,FedEx,TRACK1422,47.72,4,Nota 1422
1423,1458,2025-11-26 08:25:58,2025-11-30 08:25:58,UPS,TRACK1423,91.17,4,Nota 1423
1424,2252,2024-09-17 00:34:50,2024-09-23 00:34:50,UPS,TRACK1424,29.04,2,Nota 1424
1425,79,2023-02-17 01:57:41,2023-02-18 01:57:41,Correos,TRACK1425,5.13,2,Nota 1425
1426,85,2023-10-12 21:13:21,2023-10-16 21:13:21,UPS,TRACK1426,75.94,3,Nota 1426
1427,144,2025-02-03 08:00:13,2025-02-10 08:00:13,DHL,TRACK1427,76.23,1,Nota 1427
1428,417,2023-07-13 07:03:49,2023-07-17 07:03:49,UPS,TRACK1428,26.88,2,Nota 1428
1429,1049,2024-12-17 12:52:07,2024-12-24 12:52:07,UPS,TRACK1429,15.17,3,Nota 1429
1430,96,2025-09-03 19:40:05,2025-09-07 19:40:05,DHL,TRACK1430,18.04,4,Nota 1430
1431,2409,2025-08-12 02:02:41,2025-08-15 02:02:41,FedEx,TRACK1431,14.45,4,Nota 1431
1432,2377,2023-09-29 06:14:31,2023-10-01 06:14:31,DHL,TRACK1432,91.03,4,Nota 1432
1433,296,2025-02-03 02:29:26,2025-02-13 02:29:26,DHL,TRACK1433,95.84,2,Nota 1433
1434,1478,2025-10-12 23:23:14,2025-10-17 23:23:14,FedEx,TRACK1434,45.79,5,Nota 1434
1435,1937,2024-06-26 06:32:02,2024-07-04 06:32:02,Correos,TRACK1435,9.94,1,Nota 1435
1436,2373,2024-03-03 23:26:12,2024-03-13 23:26:12,UPS,TRACK1436,95.55,2,Nota 1436
1437,329,2025-03-31 16:59:06,2025-04-01 16:59:06,DHL,TRACK1437,70.98,5,Nota 1437
1438,1215,2023-06-03 10:20:48,2023-06-11 10:20:48,FedEx,TRACK1438,84.79,3,Nota 1438
1439,1189,2025-05-25 06:09:01,2025-05-31 06:09:01,UPS,TRACK1439,96.42,5,Nota 1439
1440,2022,2025-04-08 15:20:09,2025-04-12 15:20:09,DHL,TRACK1440,62.09,3,Nota 1440
1441,2471,2023-11-12 06:24:10,2023-11-14 06:24:10,UPS,TRACK1441,49.94,3,Nota 1441
1442,547,2025-06-25 08:31:22,2025-06-30 08:31:22,DHL,TRACK1442,85.09,3,Nota 1442
1443,2833,2024-03-03 01:43:50,2024-03-04 01:43:50,DHL,TRACK1443,94.09,4,Nota 1443
1444,299,2023-12-28 12:19:17,2024-01-07 12:19:17,Correos,TRACK1444,30.03,5,Nota 1444
1445,901,2025-04-07 17:28:52,2025-04-10 17:28:52,UPS,TRACK1445,8.46,5,Nota 1445
1446,1347,2023-09-11 09:05:22,2023-09-18 09:05:22,UPS,TRACK1446,99.55,3,Nota 1446
1447,2091,2025-02-15 09:37:51,2025-02-16 09:37:51,UPS,TRACK1447,57.36,3,Nota 1447
1448,1533,2023-05-19 00:38:34,2023-05-23 00:38:34,DHL,TRACK1448,40.17,4,Nota 1448
1449,1126,2023-04-11 19:28:13,2023-04-15 19:28:13,Correos,TRACK1449,28.81,1,Nota 1449
1450,271,2023-09-01 16:46:20,2023-09-06 16:46:20,Correos,TRACK1450,58.97,2,Nota 1450
1451,1474,2023-07-15 00:34:48,2023-07-19 00:34:48,UPS,TRACK1451,60.95,2,Nota 1451
1452,722,2025-10-24 00:31:16,2025-10-28 00:31:16,UPS,TRACK1452,96.59,2,Nota 1452
1453,1838,2023-12-17 17:42:27,2023-12-27 17:42:27,DHL,TRACK1453,43.28,3,Nota 1453
1454,1732,2023-08-18 18:08:12,2023-08-27 18:08:12,DHL,TRACK1454,53.7,3,Nota 1454
1455,178,2025-04-24 02:50:18,2025-04-29 02:50:18,UPS,TRACK1455,59.69,3,Nota 1455
1456,1318,2023-03-07 13:10:43,2023-03-08 13:10:43,DHL,TRACK1456,86.38,4,Nota 1456
1457,679,2025-04-19 11:53:02,2025-04-25 11:53:02,UPS,TRACK1457,62.39,5,Nota 1457
1458,653,2023-06-27 15:17:03,2023-07-01 15:17:03,Correos,TRACK1458,8.6,3,Nota 1458
1459,532,2025-07-09 16:21:13,2025-07-15 16:21:13,UPS,TRACK1459,20.18,2,Nota 1459
1460,46,2024-03-09 04:42:20,2024-03-13 04:42:20,UPS,TRACK1460,64.31,2,Nota 1460
1461,2794,2025-11-24 06:31:10,2025-11-28 06:31:10,FedEx,TRACK1461,90.1,3,Nota 1461
1462,506,2023-10-16 13:46:36,2023-10-19 13:46:36,FedEx,TRACK1462,90.79,2,Nota 1462
1463,1750,2024-05-31 15:41:10,2024-06-09 15:41:10,Correos,TRACK1463,45.24,2,Nota 1463
1464,1213,2023-08-05 00:43:01,2023-08-07 00:43:01,FedEx,TRACK1464,59.26,2,Nota 1464
1465,553,2023-02-09 11:56:29,2023-02-16 11:56:29,FedEx,TRACK1465,86.96,1,Nota 1465
1466,2370,2023-03-22 08:55:57,2023-03-30 08:55:57,Correos,TRACK1466,85.46,4,Nota 1466
1467,1146,2024-04-28 11:59:58,2024-05-06 11:59:58,FedEx,TRACK1467,31.05,5,Nota 1467
1468,112,2023-09-02 10:05:58,2023-09-07 10:05:58,FedEx,TRACK1468,65.15,4,Nota 1468
1469,91,2024-05-23 09:27:10,2024-05-25 09:27:10,Correos,TRACK1469,92.38,3,Nota 1469
1470,1299,2023-11-15 04:00:59,2023-11-17 04:00:59,FedEx,TRACK1470,96.42,1,Nota 1470
1471,1702,2023-06-22 05:44:31,2023-06-29 05:44:31,FedEx,TRACK1471,8.46,1,Nota 1471
1472,2694,2024-01-03 18:41:21,2024-01-04 18:41:21,Correos,TRACK1472,10.34,2,Nota 1472
1473,252,2024-05-10 15:36:12,2024-05-17 15:36:12,DHL,TRACK1473,20.64,4,Nota 1473
1474,2952,2023-11-03 15:37:49,2023-11-08 15:37:49,Correos,TRACK1474,58.25,3,Nota 1474
1475,1530,2024-05-01 00:04:54,2024-05-05 00:04:54,DHL,TRACK1475,66.74,5,Nota 1475
1476,952,2025-07-30 11:52:01,2025-07-31 11:52:01,Correos,TRACK1476,47.27,4,Nota 1476
1477,1043,2024-06-28 12:14:45,2024-07-03 12:14:45,DHL,TRACK1477,91.68,4,Nota 1477
1478,2075,2023-03-18 07:10:15,2023-03-26 07:10:15,FedEx,TRACK1478,79.35,1,Nota 1478
1479,2820,2025-05-16 09:10:23,2025-05-25 09:10:23,FedEx,TRACK1479,36.14,4,Nota 1479
1480,2311,2024-11-08 21:08:51,2024-11-16 21:08:51,Correos,TRACK1480,33.5,3,Nota 1480
1481,2055,2023-12-25 15:04:06,2023-12-29 15:04:06,FedEx,TRACK1481,98.51,2,Nota 1481
1482,700,2023-12-08 14:39:21,2023-12-12 14:39:21,Correos,TRACK1482,7.59,5,Nota 1482
1483,1684,2025-02-27 03:58:09,2025-03-07 03:58:09,FedEx,TRACK1483,35.14,1,Nota 1483
1484,1892,2025-07-26 08:26:29,2025-07-30 08:26:29,Correos,TRACK1484,56.85,4,Nota 1484
1485,1604,2024-04-11 09:33:10,2024-04-17 09:33:10,UPS,TRACK1485,32.8,2,Nota 1485
1486,2389,2025-01-10 06:46:17,2025-01-20 06:46:17,UPS,TRACK1486,80.99,5,Nota 1486
1487,2865,2023-02-04 11:27:58,2023-02-05 11:27:58,Correos,TRACK1487,56.78,1,Nota 1487
1488,1772,2024-02-28 01:43:29,2024-03-06 01:43:29,FedEx,TRACK1488,55.45,3,Nota 1488
1489,1437,2024-06-21 23:14:18,2024-06-26 23:14:18,FedEx,TRACK1489,21.7,3,Nota 1489
1490,1516,2023-09-07 22:40:22,2023-09-12 22:40:22,DHL,TRACK1490,42.5,2,Nota 1490
1491,1505,2023-04-26 16:23:42,2023-04-28 16:23:42,Correos,TRACK1491,31.37,4,Nota 1491
1492,2459,2023-11-14 11:19:55,2023-11-17 11:19:55,UPS,TRACK1492,94.3,3,Nota 1492
1493,2595,2023-07-23 07:53:25,2023-07-29 07:53:25,Correos,TRACK1493,55.13,1,Nota 1493
1494,2349,2024-02-27 18:05:08,2024-03-02 18:05:08,DHL,TRACK1494,61.95,3,Nota 1494
1495,874,2024-08-30 06:11:36,2024-09-07 06:11:36,DHL,TRACK1495,59.39,4,Nota 1495
1496,2756,2024-09-15 17:54:03,2024-09-16 17:54:03,UPS,TRACK1496,37.28,3,Nota 1496
1497,466,2024-10-19 19:58:05,2024-10-21 19:58:05,UPS,TRACK1497,27.26,2,Nota 1497
1498,861,2023-04-03 03:11:10,2023-04-04 03:11:10,DHL,TRACK1498,44.78,1,Nota 1498
1499,607,2025-04-15 07:14:01,2025-04-23 07:14:01,DHL,TRACK1499,65.32,5,Nota 1499
1500,401,2023-07-12 15:22:04,2023-07-20 15:22:04,FedEx,TRACK1500,86.17,2,Nota 1500
1501,2384,2024-10-16 23:42:16,2024-10-20 23:42:16,FedEx,TRACK1501,59.12,2,Nota 1501
1502,2244,2023-02-22 15:46:57,2023-02-23 15:46:57,Correos,TRACK1502,46.14,3,Nota 1502
1503,1500,2023-01-20 10:39:40,2023-01-23 10:39:40,Correos,TRACK1503,68.43,3,Nota 1503
1504,1347,2025-05-14 21:23:37,2025-05-21 21:23:37,UPS,TRACK1504,54.9,4,Nota 1504
1505,2695,2023-03-29 01:27:58,2023-04-08 01:27:58,Correos,TRACK1505,98.13,1,Nota 1505
1506,417,2024-04-18 03:10:48,2024-04-20 03:10:48,Correos,TRACK1506,34.79,4,Nota 1506
1507,708,2025-03-16 16:21:56,2025-03-22 16:21:56,UPS,TRACK1507,68.74,1,Nota 1507
1508,1925,2025-04-28 09:08:45,2025-05-05 09:08:45,FedEx,TRACK1508,98.19,3,Nota 1508
1509,2384,2025-05-13 10:57:29,2025-05-20 10:57:29,DHL,TRACK1509,46.56,1,Nota 1509
1510,2172,2025-09-01 05:43:19,2025-09-07 05:43:19,UPS,TRACK1510,38.33,4,Nota 1510
1511,611,2023-03-10 07:36:06,2023-03-14 07:36:06,DHL,TRACK1511,82.22,3,Nota 1511
1512,1128,2024-01-12 16:28:37,2024-01-22 16:28:37,UPS,TRACK1512,54.2,2,Nota 1512
1513,322,2024-06-11 04:37:17,2024-06-16 04:37:17,UPS,TRACK1513,80.09,4,Nota 1513
1514,516,2025-06-12 21:25:35,2025-06-15 21:25:35,FedEx,TRACK1514,58.73,5,Nota 1514
1515,2238,2023-08-22 16:14:28,2023-08-30 16:14:28,FedEx,TRACK1515,97.68,1,Nota 1515
1516,2647,2025-11-19 20:31:53,2025-11-24 20:31:53,DHL,TRACK1516,65.0,2,Nota 1516
1517,1204,2024-09-11 08:21:06,2024-09-20 08:21:06,FedEx,TRACK1517,48.18,1,Nota 1517
1518,643,2024-02-23 09:32:55,2024-02-29 09:32:55,UPS,TRACK1518,18.08,1,Nota 1518
1519,2612,2023-06-23 23:36:50,2023-06-27 23:36:50,Correos,TRACK1519,16.05,2,Nota 1519
1520,647,2025-08-31 03:43:09,2025-09-09 03:43:09,DHL,TRACK1520,18.53,5,Nota 1520
1521,692,2024-02-15 02:12:48,2024-02-20 02:12:48,Correos,TRACK1521,27.58,5,Nota 1521
1522,93,2024-08-24 09:40:48,2024-08-30 09:40:48,DHL,TRACK1522,54.63,5,Nota 1522
1523,1242,2024-02-26 06:24:15,2024-03-03 06:24:15,FedEx,TRACK1523,34.97,1,Nota 1523
1524,256,2023-12-05 04:57:00,2023-12-15 04:57:00,Correos,TRACK1524,57.85,3,Nota 1524
1525,782,2024-10-04 03:56:17,2024-10-06 03:56:17,FedEx,TRACK1525,85.78,1,Nota 1525
1526,2979,2025-06-17 22:36:39,2025-06-22 22:36:39,FedEx,TRACK1526,66.98,2,Nota 1526
1527,1233,2025-12-03 17:06:56,2025-12-05 17:06:56,FedEx,TRACK1527,43.3,5,Nota 1527
1528,2942,2024-06-03 16:57:53,2024-06-10 16:57:53,DHL,TRACK1528,63.47,4,Nota 1528
1529,2738,2024-08-15 03:44:27,2024-08-17 03:44:27,Correos,TRACK1529,62.51,1,Nota 1529
1530,940,2023-08-20 09:39:39,2023-08-21 09:39:39,UPS,TRACK1530,49.35,4,Nota 1530
1531,735,2024-09-28 20:16:53,2024-09-29 20:16:53,DHL,TRACK1531,51.76,2,Nota 1531
1532,717,2025-06-15 22:00:14,2025-06-20 22:00:14,FedEx,TRACK1532,72.5,1,Nota 1532
1533,2535,2025-11-12 17:50:55,2025-11-21 17:50:55,FedEx,TRACK1533,93.42,1,Nota 1533
1534,2176,2024-09-18 16:32:44,2024-09-22 16:32:44,UPS,TRACK1534,56.8,4,Nota 1534
1535,1921,2025-05-07 01:29:39,2025-05-15 01:29:39,Correos,TRACK1535,54.07,5,Nota 1535
1536,477,2025-02-09 21:30:16,2025-02-16 21:30:16,Correos,TRACK1536,58.84,1,Nota 1536
1537,1783,2024-11-16 15:11:36,2024-11-17 15:11:36,DHL,TRACK1537,79.94,4,Nota 1537
1538,1310,2024-07-30 14:47:02,2024-08-02 14:47:02,FedEx,TRACK1538,49.27,5,Nota 1538
1539,1407,2023-04-14 09:02:09,2023-04-16 09:02:09,DHL,TRACK1539,69.19,3,Nota 1539
1540,2264,2024-11-27 21:26:38,2024-11-29 21:26:38,UPS,TRACK1540,30.85,5,Nota 1540
1541,803,2024-03-18 19:05:42,2024-03-27 19:05:42,DHL,TRACK1541,43.87,5,Nota 1541
1542,1313,2023-10-15 16:41:06,2023-10-19 16:41:06,DHL,TRACK1542,28.74,3,Nota 1542
1543,264,2024-03-13 23:03:30,2024-03-17 23:03:30,DHL,TRACK1543,77.38,1,Nota 1543
1544,2107,2025-01-03 06:11:27,2025-01-12 06:11:27,UPS,TRACK1544,91.24,3,Nota 1544
1545,2735,2024-12-04 19:09:29,2024-12-05 19:09:29,UPS,TRACK1545,50.4,5,Nota 1545
1546,332,2023-11-22 03:43:10,2023-11-25 03:43:10,DHL,TRACK1546,82.07,1,Nota 1546
1547,2354,2025-07-23 13:54:01,2025-07-29 13:54:01,UPS,TRACK1547,67.77,5,Nota 1547
1548,1773,2025-06-15 21:45:10,2025-06-19 21:45:10,FedEx,TRACK1548,77.5,5,Nota 1548
1549,2133,2023-05-01 18:05:04,2023-05-06 18:05:04,UPS,TRACK1549,73.78,3,Nota 1549
1550,1233,2025-02-22 18:42:24,2025-03-01 18:42:24,UPS,TRACK1550,30.51,4,Nota 1550
1551,1369,2023-01-15 01:43:54,2023-01-21 01:43:54,DHL,TRACK1551,47.3,2,Nota 1551
1552,1166,2023-11-26 06:22:42,2023-12-02 06:22:42,DHL,TRACK1552,15.08,5,Nota 1552
1553,1029,2025-02-16 21:09:15,2025-02-22 21:09:15,UPS,TRACK1553,60.18,4,Nota 1553
1554,1220,2023-10-24 04:11:46,2023-11-03 04:11:46,FedEx,TRACK1554,17.95,4,Nota 1554
1555,1297,2025-02-20 09:54:37,2025-02-21 09:54:37,UPS,TRACK1555,6.54,4,Nota 1555
1556,2161,2024-12-11 06:59:36,2024-12-17 06:59:36,Correos,TRACK1556,60.65,4,Nota 1556
1557,742,2025-01-28 09:28:40,2025-02-07 09:28:40,Correos,TRACK1557,59.15,2,Nota 1557
1558,1278,2025-07-26 19:31:42,2025-07-28 19:31:42,DHL,TRACK1558,73.92,2,Nota 1558
1559,1216,2023-08-09 12:36:02,2023-08-15 12:36:02,FedEx,TRACK1559,34.98,5,Nota 1559
1560,2423,2025-06-29 08:45:38,2025-07-04 08:45:38,UPS,TRACK1560,8.91,2,Nota 1560
1561,1597,2024-12-03 21:17:03,2024-12-06 21:17:03,FedEx,TRACK1561,79.76,5,Nota 1561
1562,601,2023-11-11 23:21:41,2023-11-20 23:21:41,Correos,TRACK1562,68.43,4,Nota 1562
1563,1516,2023-10-29 22:48:14,2023-10-30 22:48:14,DHL,TRACK1563,58.45,5,Nota 1563
1564,834,2025-10-26 18:12:12,2025-11-02 18:12:12,UPS,TRACK1564,79.13,1,Nota 1564
1565,1318,2023-01-26 20:47:48,2023-01-29 20:47:48,FedEx,TRACK1565,98.4,4,Nota 1565
1566,1368,2024-05-01 02:36:45,2024-05-10 02:36:45,Correos,TRACK1566,15.34,1,Nota 1566
1567,2952,2025-11-27 13:39:51,2025-12-03 13:39:51,UPS,TRACK1567,92.52,4,Nota 1567
1568,1893,2024-02-18 23:56:03,2024-02-23 23:56:03,FedEx,TRACK1568,99.31,5,Nota 1568
1569,135,2023-01-26 08:28:09,2023-02-02 08:28:09,FedEx,TRACK1569,56.49,2,Nota 1569
1570,730,2023-11-06 01:19:22,2023-11-10 01:19:22,UPS,TRACK1570,71.34,1,Nota 1570
1571,1437,2024-11-21 00:27:48,2024-11-28 00:27:48,UPS,TRACK1571,5.29,3,Nota 1571
1572,2089,2024-05-08 06:33:56,2024-05-09 06:33:56,DHL,TRACK1572,49.27,1,Nota 1572
1573,2729,2025-04-28 13:37:24,2025-04-30 13:37:24,UPS,TRACK1573,37.62,2,Nota 1573
1574,2872,2025-04-12 21:49:32,2025-04-18 21:49:32,UPS,TRACK1574,37.19,1,Nota 1574
1575,1329,2023-02-23 10:28:57,2023-03-04 10:28:57,FedEx,TRACK1575,44.76,5,Nota 1575
1576,2138,2025-02-12 03:14:34,2025-02-18 03:14:34,DHL,TRACK1576,15.87,5,Nota 1576
1577,25,2024-05-08 19:22:46,2024-05-12 19:22:46,DHL,TRACK1577,16.85,1,Nota 1577
1578,1867,2024-12-01 10:52:53,2024-12-05 10:52:53,DHL,TRACK1578,20.29,3,Nota 1578
1579,1234,2023-07-03 16:59:38,2023-07-10 16:59:38,Correos,TRACK1579,47.76,1,Nota 1579
1580,631,2024-06-16 03:20:07,2024-06-23 03:20:07,UPS,TRACK1580,34.99,3,Nota 1580
1581,2134,2025-08-16 02:05:11,2025-08-19 02:05:11,DHL,TRACK1581,48.86,5,Nota 1581
1582,1785,2025-04-14 12:48:31,2025-04-17 12:48:31,DHL,TRACK1582,22.03,4,Nota 1582
1583,2644,2024-07-18 16:23:04,2024-07-19 16:23:04,FedEx,TRACK1583,7.58,1,Nota 1583
1584,2262,2023-08-20 07:53:49,2023-08-22 07:53:49,DHL,TRACK1584,47.04,4,Nota 1584
1585,1191,2025-10-24 18:08:44,2025-11-01 18:08:44,Correos,TRACK1585,52.96,1,Nota 1585
1586,1065,2025-06-13 19:09:36,2025-06-23 19:09:36,Correos,TRACK1586,51.07,2,Nota 1586
1587,2435,2024-12-19 19:26:31,2024-12-29 19:26:31,Correos,TRACK1587,86.77,2,Nota 1587
1588,2741,2025-06-03 02:34:01,2025-06-10 02:34:01,FedEx,TRACK1588,67.84,5,Nota 1588
1589,1327,2023-02-28 13:33:36,2023-03-03 13:33:36,UPS,TRACK1589,22.28,1,Nota 1589
1590,1447,2023-09-01 22:34:17,2023-09-09 22:34:17,FedEx,TRACK1590,70.41,4,Nota 1590
1591,326,2023-06-03 04:04:38,2023-06-13 04:04:38,DHL,TRACK1591,19.38,1,Nota 1591
1592,1711,2023-04-23 13:47:50,2023-04-30 13:47:50,UPS,TRACK1592,54.4,2,Nota 1592
1593,1439,2024-07-29 12:28:26,2024-08-07 12:28:26,FedEx,TRACK1593,25.0,5,Nota 1593
1594,1802,2024-09-07 16:13:01,2024-09-13 16:13:01,DHL,TRACK1594,61.13,5,Nota 1594
1595,818,2025-08-02 15:13:50,2025-08-09 15:13:50,DHL,TRACK1595,34.87,1,Nota 1595
1596,734,2025-06-06 00:00:48,2025-06-15 00:00:48,FedEx,TRACK1596,67.69,4,Nota 1596
1597,655,2025-07-18 15:54:31,2025-07-20 15:54:31,FedEx,TRACK1597,92.77,3,Nota 1597
1598,377,2025-03-01 19:39:19,2025-03-02 19:39:19,UPS,TRACK1598,99.15,5,Nota 1598
1599,832,2024-09-08 19:46:23,2024-09-17 19:46:23,UPS,TRACK1599,62.67,1,Nota 1599
1600,112,2023-05-11 13:32:55,2023-05-12 13:32:55,FedEx,TRACK1600,89.66,5,Nota 1600
1601,794,2023-12-16 23:08:11,2023-12-19 23:08:11,DHL,TRACK1601,18.31,1,Nota 1601
1602,2724,2024-04-28 14:34:41,2024-05-06 14:34:41,DHL,TRACK1602,21.96,2,Nota 1602
1603,1058,2023-11-01 16:43:17,2023-11-07 16:43:17,DHL,TRACK1603,80.14,4,Nota 1603
1604,2919,2023-06-21 01:46:03,2023-06-29 01:46:03,FedEx,TRACK1604,88.8,5,Nota 1604
1605,789,2025-11-15 19:54:59,2025-11-19 19:54:59,UPS,TRACK1605,18.64,1,Nota 1605
1606,2734,2024-06-15 19:42:20,2024-06-16 19:42:20,FedEx,TRACK1606,49.95,1,Nota 1606
1607,495,2023-07-12 04:08:02,2023-07-15 04:08:02,DHL,TRACK1607,64.08,5,Nota 1607
1608,2623,2024-12-05 17:37:50,2024-12-09 17:37:50,DHL,TRACK1608,46.85,3,Nota 1608
1609,1838,2023-07-06 02:18:14,2023-07-11 02:18:14,DHL,TRACK1609,7.01,1,Nota 1609
1610,545,2025-03-24 08:45:12,2025-03-28 08:45:12,DHL,TRACK1610,18.46,1,Nota 1610
1611,28,2024-09-17 03:42:23,2024-09-22 03:42:23,FedEx,TRACK1611,92.02,4,Nota 1611
1612,891,2024-09-19 09:40:14,2024-09-20 09:40:14,FedEx,TRACK1612,13.93,3,Nota 1612
1613,2439,2025-11-06 20:47:14,2025-11-09 20:47:14,Correos,TRACK1613,87.44,4,Nota 1613
1614,586,2023-08-23 02:58:21,2023-08-31 02:58:21,Correos,TRACK1614,14.88,1,Nota 1614
1615,122,2025-04-30 02:58:00,2025-05-03 02:58:00,DHL,TRACK1615,88.77,1,Nota 1615
1616,1533,2025-01-05 10:05:37,2025-01-07 10:05:37,DHL,TRACK1616,98.54,2,Nota 1616
1617,2911,2024-07-26 13:42:23,2024-08-04 13:42:23,Correos,TRACK1617,89.16,3,Nota 1617
1618,2267,2024-09-09 17:25:39,2024-09-14 17:25:39,UPS,TRACK1618,25.11,2,Nota 1618
1619,2811,2024-01-02 11:22:18,2024-01-09 11:22:18,Correos,TRACK1619,83.5,2,Nota 1619
1620,1038,2024-01-24 03:41:00,2024-01-31 03:41:00,DHL,TRACK1620,84.99,2,Nota 1620
1621,1617,2024-07-19 07:46:53,2024-07-27 07:46:53,UPS,TRACK1621,58.73,3,Nota 1621
1622,2973,2024-01-15 06:07:51,2024-01-23 06:07:51,FedEx,TRACK1622,77.84,5,Nota 1622
1623,2794,2025-02-18 16:29:20,2025-02-19 16:29:20,DHL,TRACK1623,28.18,5,Nota 1623
1624,1690,2023-08-16 05:47:12,2023-08-18 05:47:12,Correos,TRACK1624,85.58,4,Nota 1624
1625,38,2023-03-31 14:03:06,2023-04-09 14:03:06,UPS,TRACK1625,38.3,2,Nota 1625
1626,1882,2024-01-02 20:26:04,2024-01-12 20:26:04,Correos,TRACK1626,17.98,2,Nota 1626
1627,2577,2023-08-18 08:00:54,2023-08-26 08:00:54,DHL,TRACK1627,23.39,3,Nota 1627
1628,1035,2024-06-14 10:32:56,2024-06-18 10:32:56,FedEx,TRACK1628,42.99,2,Nota 1628
1629,435,2024-02-15 00:01:03,2024-02-19 00:01:03,Correos,TRACK1629,9.9,1,Nota 1629
1630,187,2024-11-09 22:46:34,2024-11-19 22:46:34,DHL,TRACK1630,90.06,1,Nota 1630
1631,2667,2025-03-12 20:18:51,2025-03-19 20:18:51,DHL,TRACK1631,54.37,1,Nota 1631
1632,830,2024-12-07 14:30:06,2024-12-08 14:30:06,FedEx,TRACK1632,73.86,2,Nota 1632
1633,2200,2023-12-25 00:01:47,2024-01-04 00:01:47,FedEx,TRACK1633,41.81,2,Nota 1633
1634,141,2025-07-05 06:08:29,2025-07-06 06:08:29,DHL,TRACK1634,70.5,1,Nota 1634
1635,2148,2024-10-02 01:50:48,2024-10-09 01:50:48,Correos,TRACK1635,22.29,2,Nota 1635
1636,7,2024-06-26 08:52:01,2024-06-30 08:52:01,UPS,TRACK1636,58.64,3,Nota 1636
1637,2494,2025-04-26 20:53:20,2025-04-27 20:53:20,FedEx,TRACK1637,31.99,4,Nota 1637
1638,2522,2025-03-30 18:37:42,2025-04-07 18:37:42,UPS,TRACK1638,82.14,3,Nota 1638
1639,594,2024-07-19 20:17:01,2024-07-26 20:17:01,DHL,TRACK1639,48.03,4,Nota 1639
1640,1592,2025-12-12 16:06:33,2025-12-17 16:06:33,DHL,TRACK1640,50.66,3,Nota 1640
1641,762,2025-12-28 12:35:45,2026-01-05 12:35:45,DHL,TRACK1641,38.5,2,Nota 1641
1642,2818,2023-03-16 00:29:21,2023-03-20 00:29:21,DHL,TRACK1642,52.44,3,Nota 1642
1643,2563,2025-12-26 20:45:34,2026-01-05 20:45:34,Correos,TRACK1643,51.94,4,Nota 1643
1644,110,2023-12-31 07:33:14,2024-01-06 07:33:14,UPS,TRACK1644,87.44,2,Nota 1644
1645,2787,2024-10-09 14:37:59,2024-10-12 14:37:59,Correos,TRACK1645,31.09,3,Nota 1645
1646,2951,2025-09-11 18:12:10,2025-09-17 18:12:10,UPS,TRACK1646,42.98,3,Nota 1646
1647,2870,2023-09-22 23:32:47,2023-09-25 23:32:47,Correos,TRACK1647,82.84,1,Nota 1647
1648,2560,2023-06-15 09:08:01,2023-06-21 09:08:01,DHL,TRACK1648,41.3,4,Nota 1648
1649,2200,2024-10-21 11:46:15,2024-10-24 11:46:15,DHL,TRACK1649,81.0,2,Nota 1649
1650,2258,2023-05-06 05:18:37,2023-05-11 05:18:37,DHL,TRACK1650,51.42,1,Nota 1650
1651,1921,2023-08-21 09:37:42,2023-08-26 09:37:42,DHL,TRACK1651,87.23,2,Nota 1651
1652,1132,2023-10-01 01:56:26,2023-10-10 01:56:26,Correos,TRACK1652,66.92,3,Nota 1652
1653,2737,2025-03-26 13:53:53,2025-03-27 13:53:53,Correos,TRACK1653,85.15,5,Nota 1653
1654,2623,2025-06-12 08:10:20,2025-06-22 08:10:20,DHL,TRACK1654,70.49,5,Nota 1654
1655,2323,2025-05-21 14:44:45,2025-05-25 14:44:45,DHL,TRACK1655,8.92,1,Nota 1655
1656,1533,2024-08-23 14:34:20,2024-08-31 14:34:20,UPS,TRACK1656,36.79,5,Nota 1656
1657,2169,2023-06-01 14:34:14,2023-06-07 14:34:14,DHL,TRACK1657,19.9,5,Nota 1657
1658,2054,2025-01-15 17:09:58,2025-01-19 17:09:58,FedEx,TRACK1658,73.04,1,Nota 1658
1659,999,2024-12-23 01:14:49,2025-01-01 01:14:49,Correos,TRACK1659,82.8,5,Nota 1659
1660,400,2024-02-04 16:23:24,2024-02-08 16:23:24,UPS,TRACK1660,45.3,5,Nota 1660
1661,974,2024-04-14 12:24:45,2024-04-23 12:24:45,UPS,TRACK1661,65.71,2,Nota 1661
1662,544,2024-07-23 18:56:40,2024-07-28 18:56:40,UPS,TRACK1662,93.46,2,Nota 1662
1663,55,2023-08-04 00:14:17,2023-08-09 00:14:17,DHL,TRACK1663,32.24,1,Nota 1663
1664,2036,2023-12-18 20:02:14,2023-12-24 20:02:14,Correos,TRACK1664,7.22,3,Nota 1664
